source,source_text_id,source_sentence_id,language_stage,script_type,genre,period,hieroglyphs,mdc,sign_sequence,transliteration_gold,translation,lemma_sequence,upos,glossing,grammar_notes,source_ref,review_status,formula_type,deity,recipient,offering_items,formula_slot,display_sequence,normalized_reading_order,alt_transliterations,variant_writing_note,morphology_note,syntax_note,aesthetic_arrangement_flag
TLA,TLA_EARLIER_11281,S11281,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓂋𓌗 𓂋𓈖 𓅃 𓅓 𓂭<g>(unidentified)</g>𓏏𓊖 𓂋𓌗 𓂋𓈖 𓈖 𓍹𓅇𓅓𓎃𓆑𓍺 𓍹𓇳𓌸𓂋𓈖𓍺 𓂋𓌗 𓍌𓅓𓂋𓉴 𓊪𓈖 𓅓𓏇 𓈖 𓆓𓏏 𓆓𓏏𓇿,rwdj rn hrw m djbawt rwdj rn n nmt-m-zaf mrn-raw rwdj mr pn my n djt djt,rwḏ rn ḥr.w m ḏbꜥ.wt rwḏ rn n(.ꞽ) nmt.ꞽ-m-zꜣ=f mr.n-rꜥw rwḏ mr pn mꞽ(.y) n ḏ.t ḏ.t,rwḏ rn ḥr.w m ḏbꜥ.wt rwḏ rn n(.ꞽ) nmt.ꞽ-m-zꜣ=f mr.n-rꜥw rwḏ mr pn mꞽ(.y) n ḏ.t ḏ.t,"Wie der Name des Horus in Djebaut dauert, so wird der Name des Nemti-em-za-ef Merenre dauern und wird diese Pyramide ebenso dauern, ewiglich.",93780|rwḏ 94700|rn 107500|Ḥr.w 400007|m 183570|Ḏbꜥ.wt 93780|rwḏ 94700|rn 79800|n.ꞽ 854416|Nmt.ꞽ-m-zꜣ=f 401175|Mr.n-Rꜥw 93780|rwḏ 71780|mr 59920|pn 68170|mꞽ.y 78875|n 181400|ḏ.t 181400|ḏ.t,VERB NOUN PROPN ADP PROPN VERB NOUN ADJ PROPN PROPN VERB NOUN PRON ADV ADP NOUN NOUN,V\tam.act N.m:stc DIVN PREP TOPN V\tam.act N.m PREP-adjz:m.sg ROYLN ROYLN V\tam.act N.m dem.m.sg ADV PREP N.f N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=11281,seed,,,,,,𓂋𓌗 𓂋𓈖 𓅃 𓅓 𓂭<g>(unidentified)</g>𓏏𓊖 𓂋𓌗 𓂋𓈖 𓈖 𓍹𓅇𓅓𓎃𓆑𓍺 𓍹𓇳𓌸𓂋𓈖𓍺 𓂋𓌗 𓍌𓅓𓂋𓉴 𓊪𓈖 𓅓𓏇 𓈖 𓆓𓏏 𓆓𓏏𓇿,rwdj rn hrw m djbawt rwdj rn n nmt-m-zaf mrn-raw rwdj mr pn my n djt djt,,,,,False
TLA,TLA_EARLIER_11282,S11282,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂓𓄿𓏏𓄹 𓂝𓏏 𓋴 𓈖 𓂝𓏤𓅱𓏭 𓋴,kat djitw s n aw s,kꜣ.t ḏi̯.t(w) =s n ꜥ.wꞽ =s,kꜣ.t ḏi̯.t(w) =s n ꜥ.wꞽ =s,"Eine Schlampe, sie sollte ihren (eigenen) Armen (ob: sich selbst?) überlassen werden (?)!",162990|kꜣ.t 96700|rḏi̯ 10090|=s 400055|n 34320|ꜥ 10090|=s,NOUN VERB PRON ADP NOUN PRON,N.f V\tam-pass:stpr -3sg.f PREP N.m:du:stpr -3sg.f,,data/raw/tla_earlier/tla_earlier.parquet#row=11282,seed,,,,,,𓂓𓄿𓏏𓄹 𓂝𓏏 𓋴 𓈖 𓂝𓏤𓅱𓏭 𓋴,kat djitw s n aw s,,,,,False
TLA,TLA_EARLIER_11283,S11283,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅱𓈙𓏏 𓇠,wsht t,wš.t ꞽt,wš.t ꞽt,Das Ausleeren des Korns.,50040|wš 32830|ꞽt,VERB NOUN,V\inf N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11283,seed,,,,,,𓅱𓈙𓏏 𓇠,wsht t,,,,,False
TLA,TLA_EARLIER_11284,S11284,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓍹𓐍𓅱𓆑𓅱𓍺𓋹𓋹𓋹𓊖,ankhw-khwif-w,ꜥnḫ.w-ḫwi̯=f-wꞽ,ꜥnḫ.w-ḫwi̯=f-wꞽ,Die Lebenskräfte des Cheops (Domäne).,853390|ꜥnḫ.w-Ḫwi̯=f-wꞽ,PROPN,PROPN,,data/raw/tla_earlier/tla_earlier.parquet#row=11284,seed,,,,,,𓍹𓐍𓅱𓆑𓅱𓍺𓋹𓋹𓋹𓊖,ankhw-khwif-w,,,,,False
TLA,TLA_EARLIER_11285,S11285,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂜 𓂋𓍿𓀀𓁐𓏪 𓇋𓋴 𓈖𓏏 𓈙𓆑𓏏𓄅 𓋴𓏏,n rmtjt s nt shfit st,n rmṯ(.t) ꞽs n(.ꞽ).t šfi̯.t st,n rmṯ(.t) ꞽs n(.ꞽ).t šfi̯.t st,"Das sind keine Leute, denen man Respekt erweist.",400261|n 94550|rmṯ.t 850805|ꞽs 79800|n.ꞽ 859866|šfi̯ 400960|st,PART NOUN PART ADJ VERB PRON,PTCL N.f =PTCL PREP-adjz:f.sg V\inf =3pl,,data/raw/tla_earlier/tla_earlier.parquet#row=11285,seed,,,,,,𓂜 𓂋𓍿𓀀𓁐𓏪 𓇋𓋴 𓈖𓏏 𓈙𓆑𓏏𓄅 𓋴𓏏,n rmtjt s nt shfit st,,,,,False
TLA,TLA_EARLIER_11286,S11286,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓆓𓏏𓇿𓀀𓁐𓏥 𓊪𓏲 𓈖𓏏 𓅓𓂋𓉐𓀗 𓌻𓂋𓏲𓀁 𓆇 𓂋𓈖𓋴𓇋𓀀,djt pw nt m-r-pr-wr mrw za rns,ḏ.t pw n.t (ꞽ)m.(ꞽ)-rʾ-pr-wr mr.w zꜣ rnsꞽ,ḏ.t pw n.t (ꞽ)m.(ꞽ)-rʾ-pr-wr mr.w zꜣ rnsꞽ,"Er war ein Dienstmann des Oberdomänenvorstehers Rensi, des Sohnes des Meru.",181430|ḏ.t 59741|pw 79800|n.ꞽ 550317|ꞽm.ꞽ-rʾ-pr-wr 702352|Mr.w 125510|zꜣ 704225|Rnsꞽ,NOUN PRON ADJ NOUN PROPN NOUN PROPN,N.f dem PREP-adjz:f.sg TITL PERSN N.m PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11286,seed,,,,,,𓆓𓏏𓇿𓀀𓁐𓏥 𓊪𓏲 𓈖𓏏 𓅓𓂋𓉐𓀗 𓌻𓂋𓏲𓀁 𓆇 𓂋𓈖𓋴𓇋𓀀,djt pw nt m-r-pr-wr mrw za rns,,,,,False
TLA,TLA_EARLIER_11287,S11287,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓌘𓋴 𓏏𓍔𓄿𓏏𓇧 𓅓 𓊵𓏏,rs tat m htpw,rs tꜣꞽ.t m ḥt(p.w),rs tꜣꞽ.t m ḥt(p.w),"Erwache, Tait, in Frieden!",95940|rs 169440|Tꜣꞽ.t 64362|m 111260|ḥtp.w,VERB PROPN ADP NOUN,V\imp.sg DIVN PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11287,seed,,,,,,𓌘𓋴 𓏏𓍔𓄿𓏏𓇧 𓅓 𓊵𓏏,rs tat m htpw,,,,,False
TLA,TLA_EARLIER_11288,S11288,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓂘𓅜,zkhnw-akh,zḫn.w-ꜣḫ,zḫn.w-ꜣḫ,Sucher des Geistes,879851|zḫn.w-ꜣḫ,NOUN,TITL,,data/raw/tla_earlier/tla_earlier.parquet#row=11288,seed,,,,,,𓂘𓅜,zkhnw-akh,,,,,False
TLA,TLA_EARLIER_11289,S11289,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋴𓅓𓂝 𓋳 𓈖 𓆁𓏏𓍱 𓄤𓂋𓏏,smar hbs n paqt nfrt,smꜥ(r) ḥbs n pꜣq.t nfr.t,smꜥ(r) ḥbs n pꜣq.t nfr.t,Das Reinigen der Kleidung aus schönem feinem Leinenstoff.,135020|smꜥr 103750|ḥbs 79800|n.ꞽ 59330|pꜣq.t 550034|nfr,VERB NOUN ADJ NOUN ADJ,V\inf N.m PREP-adjz:m.sg N.f ADJ:f.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=11289,seed,,,,,,𓋴𓅓𓂝 𓋳 𓈖 𓆁𓏏𓍱 𓄤𓂋𓏏,smar hbs n paqt nfrt,,,,,False
TLA,TLA_EARLIER_11290,S11290,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓏏𓅱 𓂋 𓁹𓏏 𓈖𓏏𓏏 𓅓 𓄣𓏤 𓎢,tw r rit ntt m b k,tw r ꞽri̯.t n.tt m ꞽb =k,tw r ꞽri̯.t n.tt m ꞽb =k,"Man wird tun, was in deinem Sinne (wörtl.: Herzen) ist.",851185|tw 91907|r 28550|ꞽri̯ 89760|n.tꞽt 400007|m 23290|ꞽb 10110|=k,PRON ADP VERB NOUN ADP NOUN PRON,=3sg.c PREP V\inf N.f PREP N.m:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11290,seed,,,,,,𓏏𓅱 𓂋 𓁹𓏏 𓈖𓏏𓏏 𓅓 𓄣𓏤 𓎢,tw r rit ntt m b k,,,,,False
TLA,TLA_EARLIER_11291,S11291,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇍𓇋𓇋,y,ꞽy,ꞽy,Iy.,711554|Ꞽy,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11291,seed,,,,,,𓇍𓇋𓇋,y,,,,,False
TLA,TLA_EARLIER_11292,S11292,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓇼𓄿𓂡𓈖 𓅝𓏏𓏭𓀭 𓆓𓊃 𓆑 𓊪𓎼𓋴<g>D154</g>𓈖 𓋇𓏏𓏯 𓂋 𓂋𓏤 𓆑,sban djhwt djs f pgsn sshat r r f,sbꜣ.n ḏḥw.tꞽ ḏs =f pgs.n sšꜣ.t r rʾ =f,sbꜣ.n ḏḥw.tꞽ ḏs =f pgs.n sšꜣ.t r rʾ =f,"den Thot selbst belehrt hat, dem Seschat auf seinen Mund gespuckt hat;",131210|sbꜣ 185290|Ḏḥw.tꞽ 185370|ḏs 10050|=f 62340|psg 144620|Sšꜣ.t 91901|r 92560|rʾ 10050|=f,VERB PROPN NOUN PRON VERB PROPN ADP NOUN PRON,V\rel.m.sg-ant DIVN N.m:stpr -3sg.m V\rel.m.sg-ant DIVN PREP N.m:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11292,seed,,,,,,𓇼𓄿𓂡𓈖 𓅝𓏏𓏭𓀭 𓆓𓊃 𓆑 𓊪𓎼𓋴<g>D154</g>𓈖 𓋇𓏏𓏯 𓂋 𓂋𓏤 𓆑,sban djhwt djs f pgsn sshat r r f,,,,,False
TLA,TLA_EARLIER_11293,S11293,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓃥𓅓𓂋𓏞 𓇋𓎛𓄿,zab-m-r-zkhaww ha,zꜣb-(ꞽ)m(.ꞽ)-rʾ-zẖꜣ.ww ꞽḥꜣ,zꜣb-(ꞽ)m(.ꞽ)-rʾ-zẖꜣ.ww ꞽḥꜣ,Der Senior-Vorsteher der Schreiber Jha.,450596|zꜣb-ꞽm.ꞽ-rʾ-zẖꜣ.ww 710458|Ꞽḥꜣ,NOUN PROPN,TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11293,seed,,,,,,𓃥𓅓𓂋𓏞 𓇋𓎛𓄿,zab-m-r-zkhaww ha,,,,,False
TLA,TLA_EARLIER_11294,S11294,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆓𓌃,djd-mdw,ḏ(d)-mdw,ḏ(d)-mdw,Worte-Sprechen:,186050|ḏd-mdw,VERB,V,,data/raw/tla_earlier/tla_earlier.parquet#row=11294,seed,,,,,,𓆓𓌃,djd-mdw,,,,,False
TLA,TLA_EARLIER_11295,S11295,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓌀,was,wꜣs,wꜣs,Wohlergehen,43300|wꜣs,NOUN,N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11295,seed,,,,,,𓌀,was,,,,,False
TLA,TLA_EARLIER_11296,S11296,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓃀𓋴𓋴𓆜𓂻 𓎢𓄿𓊪𓏲𓆊 𓆣𓂋 𓋴𓆑𓄿𓏏𓅪,bss kapw khpr sfat,bss kꜣp.w ḫpr sfꜣ.t,bss kꜣp.w ḫpr sfꜣ.t,"(Aber sobald) das verborgene Krokodil auftaucht, (so) entsteht (auch) die Ablehnung/Vernachlässigung.",57340|bzi̯ 163470|kꜣp.w 116230|ḫpr 133560|sfꜣ.t,VERB NOUN VERB NOUN,V~ipfv.act N V\tam.act N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=11296,seed,,,,,,𓃀𓋴𓋴𓆜𓂻 𓎢𓄿𓊪𓏲𓆊 𓆣𓂋 𓋴𓆑𓄿𓏏𓅪,bss kapw khpr sfat,,,,,False
TLA,TLA_EARLIER_11297,S11297,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓂋𓂋𓆑𓌸,mrif,mri̯=f,mri̯=f,Merief,702205|Mri̯=f,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11297,seed,,,,,,𓂋𓂋𓆑𓌸,mrif,,,,,False
TLA,TLA_EARLIER_11298,S11298,Earlier Egyptian,hieroglyphic/hieratic,unknown,Predynastic Period,𓌖𓊢𓁐,aha-nt,ꜥḥꜥ-nꞽ.t,ꜥḥꜥ-nꞽ.t,Aha-Neith,879944|Ꜥḥꜥ-Nꞽ.t,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11298,seed,,,,,,𓌖𓊢𓁐,aha-nt,,,,,False
TLA,TLA_EARLIER_11299,S11299,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋹 𓆑 𓋹 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,ankh f ankh wns pn,ꜥnḫ =f ꜥnḫ wnꞽs pn,ꜥnḫ =f ꜥnḫ wnꞽs pn,"Lebt er, lebt dieser Unas.",38530|ꜥnḫ 10050|=f 38530|ꜥnḫ 800001|Wnꞽs 59920|pn,VERB PRON VERB PROPN PRON,V\tam.act:stpr -3sg.m V\tam.act ROYLN dem.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=11299,seed,,,,,,𓋹 𓆑 𓋹 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,ankh f ankh wns pn,,,,,False
TLA,TLA_EARLIER_11300,S11300,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓂋𓂝 𓅓 𓉔𓈖𓏌𓏲𓏊𓏤 𓂋𓐟𓏤 𓄿𓂧𓆊𓂝 𓆑 𓅓 𓋴𓇋𓆛𓈖𓈇𓏥,rdji m hnw r-sa ad f m sn,rḏi̯ m hnw r-sꜣ ꜣd =f m sꞽn,rḏi̯ m hnw r-sꜣ ꜣd =f m sꞽn,"(Es) werde in ein Hin-Gefäß gegeben, nachdem es (das Gefäß?) mit Ton ausgeschmiert(?) wurde.",96700|rḏi̯ 400007|m 98700|hnw 600324|r-sꜣ 349|ꜣd 10050|=f 64364|m 128340|sꞽn,VERB ADP NOUN ADP VERB PRON ADP NOUN,V\tam.pass PREP N.m PREP V\tam.pass:stpr -3sg.m PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11300,seed,,,,,,𓂋𓂝 𓅓 𓉔𓈖𓏌𓏲𓏊𓏤 𓂋𓐟𓏤 𓄿𓂧𓆊𓂝 𓆑 𓅓 𓋴𓇋𓆛𓈖𓈇𓏥,rdji m hnw r-sa ad f m sn,,,,,False
TLA,TLA_EARLIER_11301,S11301,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓂋𓊪𓈓<g>M43B</g>,rp,ꞽrp,ꞽrp,Wein.,29740|ꞽrp,NOUN,N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11301,seed,,,,,,𓇋𓂋𓊪𓈓<g>M43B</g>,rp,,,,,False
TLA,TLA_EARLIER_11302,S11302,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆓𓌃,djd-mdw,ḏ(d)-mdw,ḏ(d)-mdw,Worte sprechen:,186050|ḏd-mdw,VERB,V,,data/raw/tla_earlier/tla_earlier.parquet#row=11302,seed,,,,,,𓆓𓌃,djd-mdw,,,,,False
TLA,TLA_EARLIER_11303,S11303,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆓𓌃,djd-mdw,ḏ(d)-mdw,ḏ(d)-mdw,Worte sprechen:,186050|ḏd-mdw,VERB,V,,data/raw/tla_earlier/tla_earlier.parquet#row=11303,seed,,,,,,𓆓𓌃,djd-mdw,,,,,False
TLA,TLA_EARLIER_11304,S11304,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓅓𓅓𓈖𓈖𓈖,mn,mn,mn,Men,400227|Mn,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11304,seed,,,,,,𓅓𓅓𓈖𓈖𓈖,mn,,,,,False
TLA,TLA_EARLIER_11305,S11305,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓇋𓂋 𓂜𓈖 𓏏𓅓𓋴𓏞𓏛 𓁷𓂋 𓋴 𓏏𓍃𓅓 𓃹𓈖 𓐍𓏏𓏛𓏥 𓊪𓏲 𓁷𓂋 𓋴 𓂧𓈙𓂋𓏯,r nn tms hr s tm wn khtpl pw hr s dshr,ꞽr nn tms ḥr =s tm wn (ꞽ)ḫ.t.PL pw ḥr =s dšr,ꞽr nn tms ḥr =s tm wn (ꞽ)ḫ.t.PL pw ḥr =s dšr,"(Glosse C:) Was (die Textstelle) ""es gibt keine Rötung darauf"" angeht,
das bedeutet, das es keine Sache darauf gibt, die rot ist.",28160|ꞽr 84550|nn 175550|ṯms 400090|ḥr 10090|=s 171990|tm 46050|wnn 850967|ꞽḫ.t 59741|pw 400090|ḥr 10090|=s 180690|dšr,ADP PART NOUN ADP PRON VERB VERB NOUN PRON ADP PRON VERB,PREP PTCL N.m PREP:stpr -3sg.f V\tam.act V\advz N.f dem PREP:stpr -3sg.f V\res-3sg.f,,data/raw/tla_earlier/tla_earlier.parquet#row=11305,seed,,,,,,𓇋𓂋 𓂜𓈖 𓏏𓅓𓋴𓏞𓏛 𓁷𓂋 𓋴 𓏏𓍃𓅓 𓃹𓈖 𓐍𓏏𓏛𓏥 𓊪𓏲 𓁷𓂋 𓋴 𓂧𓈙𓂋𓏯,r nn tms hr s tm wn khtpl pw hr s dshr,,,,,False
TLA,TLA_EARLIER_11306,S11306,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓉗𓂔 𓋴𓇛𓈖𓆓𓅓𓄣,hwt-ka sndjm-b,ḥw.t-kꜣ snḏm-ꞽb,ḥw.t-kꜣ snḏm-ꞽb,Gut des Ka (Domäne) des Senedjem-ib.,450525|Ḥw.t-kꜣ 450119|Snḏm-ꞽb,PROPN PROPN,N:sg:stc PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11306,seed,,,,,,𓉗𓂔 𓋴𓇛𓈖𓆓𓅓𓄣,hwt-ka sndjm-b,,,,,False
TLA,TLA_EARLIER_11307,S11307,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅓 𓄿𓊃,m az,m ꜣz,m ꜣz,Eile nicht!,64410|m 267|ꜣs,VERB VERB,V V\advz,,data/raw/tla_earlier/tla_earlier.parquet#row=11307,seed,,,,,,𓅓 𓄿𓊃,m az,,,,,False
TLA,TLA_EARLIER_11308,S11308,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋴𓎡<g>U109</g>𓈖 𓈖 𓎡 𓅬𓃀 𓂋𓏤 𓎡,skn n k gbb r k,sk.n n =k gbb rʾ =k,sk.n n =k gbb rʾ =k,Geb hat dir deinen Mund ausgewischt.,146400|sk 400055|n 10110|=k 167010|Gbb 92560|rʾ 10110|=k,VERB ADP PRON PROPN NOUN PRON,V\tam.act-ant PREP:stpr -2sg.m DIVN N.m:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11308,seed,,,,,,𓋴𓎡<g>U109</g>𓈖 𓈖 𓎡 𓅬𓃀 𓂋𓏤 𓎡,skn n k gbb r k,,,,,False
TLA,TLA_EARLIER_11309,S11309,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋴<g>T14A</g> 𓂋 𓁷𓍢 𓌸𓂋 𓊿𓏏 𓏇𓍈𓏌 𓄿,rs r hr mr mnt m-nw a,rs r ḥr mr ꞽmn.t mꞽ-nw ꜣ,rs r ḥr mr ꞽmn.t mꞽ-nw ꜣ,Achte auf das Lenktau - der Kanal des Westens ist doch hierher!,95940|rs 91903|r 107540|ḥr 71840|mr 26140|ꞽmn.t 68390|mꞽ-nꜣ 2|ꜣ,VERB ADP NOUN NOUN NOUN ADV PART,V\imp.sg PREP N.m N.m:stc N.f ADV =PTCL,,data/raw/tla_earlier/tla_earlier.parquet#row=11309,seed,,,,,,𓋴<g>T14A</g> 𓂋 𓁷𓍢 𓌸𓂋 𓊿𓏏 𓏇𓍈𓏌 𓄿,rs r hr mr mnt m-nw a,,,,,False
TLA,TLA_EARLIER_11310,S11310,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓌳𓁹𓈖 𓍿𓅱 𓊨𓏏 𓎛𓈖𓂝 𓉠 𓅠𓈖 𓋴𓈖 𓍿𓅱 𓇋𓂝𓎺𓃀𓈖 𓍿𓅱 𓅃,man tjw ast hna nbt-hwt gmin sn tjw abn tjw hrw,mꜣ.n ṯw (ꜣ)s.t ḥnꜥ nb.t-ḥw(.t) gmi̯.n =sn(ꞽ) ṯw ꞽꜥb.n ṯw ḥr.w,mꜣ.n ṯw (ꜣ)s.t ḥnꜥ nb.t-ḥw(.t) gmi̯.n =sn(ꞽ) ṯw ꞽꜥb.n ṯw ḥr.w,Isis und Nephthys haben dich gesehen und gefunden; Horus hat dich gesammelt.,66270|mꜣꜣ 174900|ṯw 271|Ꜣs.t 550300|ḥnꜥ 82260|Nb.t-ḥw.t 167210|gmi̯ 136620|=snꞽ 174900|ṯw 21680|ꞽꜥb 174900|ṯw 107500|Ḥr.w,VERB PRON PROPN ADP PROPN VERB PRON PRON VERB PRON PROPN,V\tam.act-ant =2sg.m DIVN PREP DIVN V -3du =2sg.m V\tam.act-ant =2sg.m DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=11310,seed,,,,,,𓌳𓁹𓈖 𓍿𓅱 𓊨𓏏 𓎛𓈖𓂝 𓉠 𓅠𓈖 𓋴𓈖 𓍿𓅱 𓇋𓂝𓎺𓃀𓈖 𓍿𓅱 𓅃,man tjw ast hna nbt-hwt gmin sn tjw abn tjw hrw,,,,,False
TLA,TLA_EARLIER_11311,S11311,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓊄 𓊨𓁹 𓎛𓈖𓂝 𓂓 𓆑,z wsrw hna ka f,zꞽ (w)sr(.w) ḥnꜥ kꜣ =f,zꞽ (w)sr(.w) ḥnꜥ kꜣ =f,Osiris ist mit seinem Ka gegangen.,127740|zꞽ 49460|Wsꞽr 106200|ḥnꜥ 162870|kꜣ 10050|=f,VERB PROPN ADP NOUN PRON,V\tam.act DIVN PREP N.m:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11311,seed,,,,,,𓊄 𓊨𓁹 𓎛𓈖𓂝 𓂓 𓆑,z wsrw hna ka f,,,,,False
TLA,TLA_EARLIER_11312,S11312,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇬𓈖 𓉿𓉿 𓊪𓏏𓇯 𓇋𓊃𓈖𓈙 𓉿𓉿 𓏌𓏏𓇯,wn aadu pt zn aadu nwt,wn ꜥꜣ.DU p.t ꞽzn ꜥꜣ.DU nw.t,wn ꜥꜣ.DU p.t ꞽzn ꜥꜣ.DU nw.t,"Die Türflügel des Himmels öffnen sich, die Türflügel der Nut gehen auf.",46060|wn 34810|ꜥꜣ 58710|p.t 31540|ꞽzn 34810|ꜥꜣ 80950|nw.t,VERB NOUN NOUN VERB NOUN NOUN,V\ptcp.act.m.sg N.m:du:stc N.f V\ptcp.act.m.sg N.m:du:stc N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=11312,seed,,,,,,𓇬𓈖 𓉿𓉿 𓊪𓏏𓇯 𓇋𓊃𓈖𓈙 𓉿𓉿 𓏌𓏏𓇯,wn aadu pt zn aadu nwt,,,,,False
TLA,TLA_EARLIER_11313,S11313,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓅱 𓋴𓍿𓎤 𓇾 𓇋𓂋 𓎡,w stj ta r k,ꞽw sṯ(ꞽ) tꜣ ꞽr =k,ꞽw sṯ(ꞽ) tꜣ ꞽr =k,Der Geruch der Erde ist/haftet an dir.,851515|ꞽw 148990|sṯꞽ 400576|tꜣ 91901|r 10110|=k,PART NOUN NOUN ADP PRON,PTCL N.m:stc N.m PREP:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11313,seed,,,,,,𓇋𓅱 𓋴𓍿𓎤 𓇾 𓇋𓂋 𓎡,w stj ta r k,,,,,False
TLA,TLA_EARLIER_11314,S11314,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓄞𓂧𓏏𓀁 𓏏 𓈖 𓆑,shdi tw n f,šdi̯ =t(w) n =f,šdi̯ =t(w) n =f,(Behandlungsangaben:) Man rezitiere für ihn.,158740|šdi̯ 170100|=tw 400055|n 10050|=f,VERB PRON ADP PRON,V\tam.act:stpr -3sg.c PREP:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11314,seed,,,,,,𓄞𓂧𓏏𓀁 𓏏 𓈖 𓆑,shdi tw n f,,,,,False
TLA,TLA_EARLIER_11315,S11315,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓏠𓈖𓅪 𓆑 𓍞𓏲 𓅓 𓅘𓎛𓃀𓏏𓄹 𓆑,mn f tjsw m nhbt f,mn =f ṯs.w m nḥb.t =f,mn =f ṯs.w m nḥb.t =f,"(indem) er an Steifheit/Steifigkeit (wörtl.: Aufrichtung) in seinem Nacken leidet,",69660|mn 10050|=f 177260|ṯz.w 400007|m 86210|nḥb.t 10050|=f,VERB PRON NOUN ADP NOUN PRON,V\tam.act:stpr -3sg.m N.m PREP N.f:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11315,seed,,,,,,𓏠𓈖𓅪 𓆑 𓍞𓏲 𓅓 𓅘𓎛𓃀𓏏𓄹 𓆑,mn f tjsw m nhbt f,,,,,False
